Year,BDANumber,ReferenceNumber,Downstream,Comments,BDAPresent,LineLength,geometry
2023,,18.0,,,0,4.529319694834652,"LINESTRING (691423.7287847986 4727588.687897242, 691426.9883466117 4727591.832733276)"
2023,,19.0,,,0,3.374023310354641,"LINESTRING (691438.3972505555 4727565.8482814105, 691441.3958106779 4727567.395107351)"
2023,,20.0,,,0,2.3141184208256442,"LINESTRING (691449.7090177038 4727543.749519308, 691450.1905023988 4727541.486044865)"
2023,28.0,,1.0,,1,3.1005336146853106,"LINESTRING (691315.7230701528 4728037.396142838, 691318.7338409849 4728036.65548928)"
2023,28.0,,0.0,,1,1.9329419322757944,"LINESTRING (691310.3705290598 4728028.929051248, 691312.2669616778 4728029.302960113)"
2023,27.0,,1.0,,1,3.5227363399705185,"LINESTRING (691295.1604492969 4728068.227576897, 691296.1015502253 4728071.622278704)"
2023,27.0,,0.0,,1,3.192327895236511,"LINESTRING (691304.9062474943 4728067.580520037, 691306.0439700765 4728070.563227652)"
2023,26.0,,0.0,,1,2.997424496684865,"LINESTRING (691279.9982184113 4728067.202519679, 691277.6491620517 4728069.064370327)"
2023,26.0,,1.0,,1,3.8223605317284512,"LINESTRING (691277.3365586969 4728057.705920646, 691274.121629248 4728059.773447834)"
2023,25.0,,1.0,,1,5.167193297571775,"LINESTRING (691261.0215233086 4728068.887404965, 691265.9214132619 4728070.527821077)"
2023,25.0,,0.0,,1,3.9074148094747025,"LINESTRING (691263.5006967831 4728059.188318461, 691267.0304652617 4728060.864213739)"
2023,24.0,,1.0,,1,4.8755567935899125,"LINESTRING (691253.6090261133 4728070.267884339, 691249.1545445865 4728072.249966168)"
2023,24.0,,0.0,,1,5.751118990409982,"LINESTRING (691257.8619317582 4728074.684987338, 691259.3595764834 4728080.237683073)"
2023,23.0,,0.0,,1,4.009653185491425,"LINESTRING (691250.9428365371 4728068.245286623, 691248.304638962 4728071.264762111)"
2023,23.0,,1.0,,1,3.346739497764738,"LINESTRING (691240.1687937446 4728066.13790948, 691240.7934844305 4728069.425830832)"
2023,22.0,,0.0,,1,3.3511615002555444,"LINESTRING (691223.9876917312 4728093.26271693, 691227.23556866 4728094.088294823)"
2023,22.0,,1.0,,1,3.4622403307921044,"LINESTRING (691219.1738849934 4728101.322659939, 691222.045597336 4728103.256665194)"
2023,21.0,,1.0,,1,2.9274620565528893,"LINESTRING (691209.0119391424 4728120.038851847, 691211.9131002383 4728119.647318467)"
2023,21.0,,0.0,,1,3.004122029495645,"LINESTRING (691212.213042296 4728109.703234274, 691214.8029616174 4728111.2254258115)"
2023,20.0,,0.0,,1,2.764802875710989,"LINESTRING (691211.8078436289 4728123.542355305, 691213.7546560199 4728121.579180209)"
2023,20.0,,1.0,,1,4.164714780720046,"LINESTRING (691219.3712091388 4728128.292949479, 691223.1820315291 4728126.6129251)"
2023,19.0,,1.0,,1,3.931862016054487,"LINESTRING (691206.8894220572 4728136.388516759, 691209.7374894099 4728139.099245677)"
2023,19.0,,0.0,,1,3.3130535145083364,"LINESTRING (691216.4739704282 4728133.078332806, 691217.7908120919 4728136.118439979)"
2023,18.0,,0.0,,1,2.5548619460405226,"LINESTRING (691211.3911082534 4728158.3717108155, 691212.1365665233 4728155.928022715)"
2023,18.0,,1.0,,1,3.33234308515402,"LINESTRING (691217.5796699065 4728163.703124346, 691220.480216784 4728162.062594478)"
2023,17.0,,1.0,,1,3.206429515247514,"LINESTRING (691197.6416741706 4728173.228202952, 691199.6099246764 4728175.759443791)"
2023,17.0,,0.0,,1,2.6441603125664432,"LINESTRING (691207.88588509 4728169.991070431, 691208.2037465825 4728172.616055732)"
2023,16.0,,1.0,,1,3.2665829731826705,"LINESTRING (691192.8544947116 4728190.66653515, 691192.5918687822 4728193.922543741)"
2023,16.0,,0.0,,1,1.7668615506689793,"LINESTRING (691202.1236777095 4728191.509597641, 691203.2027133122 4728192.908698034)"
2023,15.0,,1.0,,1,4.048363628624032,"LINESTRING (691188.2335925325 4728214.149032802, 691192.2595360804 4728214.574505032)"
2023,15.0,,0.0,,1,3.0967081019730216,"LINESTRING (691185.442726539 4728205.383527136, 691188.4191041405 4728204.528671919)"
2023,14.0,,1.0,,1,2.967492670886012,"LINESTRING (691206.2074988793 4728213.1217357535, 691207.3578008377 4728210.386261726)"
2023,14.0,,0.0,,1,2.4181335749555832,"LINESTRING (691200.4336245987 4728218.31988663, 691198.490773445 4728216.880199379)"
2023,13.0,,1.0,,1,2.2406130559561666,"LINESTRING (691214.3322947258 4728209.521302141, 691213.7174944173 4728207.366686759)"
2023,13.0,,0.0,,1,3.2402833205090324,"LINESTRING (691205.9693076017 4728213.10982619, 691207.2253525738 4728210.122890131)"
2023,12.0,,0.0,,1,1.9886373826750139,"LINESTRING (691234.8352786337 4728206.685999836, 691235.7124623281 4728204.901279296)"
2023,12.0,,1.0,,1,4.1407168065496975,"LINESTRING (691242.5969132328 4728213.295264579, 691244.2382512027 4728209.493745759)"
2023,29.0,,0.0,,1,2.9086840242472456,"LINESTRING (691327.5809788759 4728004.629588491, 691329.3387418482 4728006.947068175)"
2023,29.0,,1.0,,1,2.731770739086096,"LINESTRING (691318.5129281109 4728007.2875185525, 691319.9541953407 4728009.608147808)"
2023,1.0,,1.0,,1,4.021519240393049,"LINESTRING (691216.3366014346 4728388.752489264, 691219.0318203402 4728391.737185572)"
2023,1.0,,0.0,,1,2.4099864868560927,"LINESTRING (691227.6715846382 4728389.240739969, 691227.2951249804 4728391.621141824)"
2023,2.0,,0.0,,1,3.42935440551439,"LINESTRING (691243.076845781 4728396.105279677, 691240.1036772385 4728397.814297072)"
2023,2.0,,1.0,,1,3.959487627667154,"LINESTRING (691234.9868220518 4728388.718919578, 691234.0703200831 4728392.570875758)"
2023,3.0,,0.0,,1,3.014994574452449,"LINESTRING (691263.8822661208 4728393.7023965875, 691266.87890116 4728393.3701756885)"
2023,3.0,,1.0,,1,2.7780472699631398,"LINESTRING (691261.4944471025 4728402.755464382, 691264.1229917716 4728403.654519195)"
2023,5.0,,0.0,,1,3.0227705827053484,"LINESTRING (691251.5122867614 4728383.730264576, 691254.44741999 4728383.007675532)"
2023,5.0,,1.0,,1,6.317709448477756,"LINESTRING (691255.5164396898 4728395.891419479, 691257.4689820723 4728389.883006134)"
2023,6.0,,1.0,,1,2.52046487431548,"LINESTRING (691254.9071685382 4728365.991839282, 691257.1670792947 4728367.107879853)"
2023,6.0,,0.0,,1,5.110274188632592,"LINESTRING (691255.3487941952 4728355.111121596, 691259.6261939147 4728357.90732508)"
2023,7.0,,1.0,,1,4.249090367131473,"LINESTRING (691265.7520512012 4728357.064787642, 691263.325862618 4728360.553107855)"
2023,7.0,,0.0,,1,2.491281285854351,"LINESTRING (691272.3077662335 4728357.270454223, 691274.2805914896 4728358.791783561)"
2023,4.0,,0.0,,1,4.810908473726348,"LINESTRING (691258.9012481509 4728394.683691629, 691257.8577610803 4728389.987312697)"
2023,4.0,,1.0,,1,3.0048413375102068,"LINESTRING (691263.8569914508 4728394.705882745, 691266.8435350802 4728394.374780626)"
2023,8.0,,1.0,,1,3.5759731705335986,"LINESTRING (691267.1815388687 4728336.060070213, 691266.7898955974 4728332.5056082755)"
2023,8.0,,0.0,,1,2.696990434876239,"LINESTRING (691259.6101532198 4728339.320057696, 691257.5133348124 4728337.623853117)"
2023,9.0,,1.0,,1,2.1802092119373477,"LINESTRING (691249.0206111731 4728337.641142927, 691251.1919857885 4728337.445070269)"
2023,9.0,,0.0,,1,3.705335807533552,"LINESTRING (691244.2622115511 4728329.323994824, 691247.5626054591 4728327.639680869)"
2023,10.0,,0.0,,1,3.1632384367619895,"LINESTRING (691250.0306518757 4728313.797813045, 691252.9837510687 4728314.931516076)"
2023,10.0,,1.0,,1,4.930035487409609,"LINESTRING (691243.0023471045 4728320.442284954, 691247.3409440257 4728322.783615059)"
2023,,1.0,,Ref 1,0,2.794383976432048,"LINESTRING (691204.288802024 4728400.527592357, 691206.8591972849 4728399.431394378)"
2023,,2.0,,Ref 2,0,2.4948085995737412,"LINESTRING (691195.513134121 4728441.8992610015, 691197.2772301995 4728440.135164923)"
2023,,3.0,,Ref 3,0,2.2383983158972893,"LINESTRING (691215.6593362503 4728399.67769595, 691217.8330276461 4728399.143380746)"
2023,,4.0,,Ref 4,0,3.2960426009608472,"LINESTRING (691246.8771668078 4728411.958610985, 691249.9808488997 4728410.849082122)"
2023,,5.0,,,0,2.8748743897907856,"LINESTRING (691225.5957133657 4728290.200343731, 691228.4704440226 4728290.229091037)"
2023,,6.0,,,0,3.972431069746081,"LINESTRING (691224.7824625741 4728253.460249719, 691227.8300695516 4728256.008248996)"
2023,,7.0,,,0,2.4772290414962024,"LINESTRING (691221.4102779005 4728246.869069676, 691222.7052509476 4728244.757267476)"
2023,,8.0,,,0,2.477583954396543,"LINESTRING (691245.9694656876 4728234.0588856945, 691248.0539068189 4728235.398112121)"
2023,,9.0,,,0,2.5510205130040555,"LINESTRING (691227.950822135 4728076.517098195, 691227.1210588514 4728074.10479669)"
2023,,10.0,,,0,5.022742918963594,"LINESTRING (691313.3379668692 4728051.325167858, 691317.8684436779 4728053.493744884)"
2023,,11.0,,,0,3.586059238687469,"LINESTRING (691312.7145845786 4728018.399500945, 691315.8127113952 4728020.205444214)"
2024,30.0,,1.0,,1,2.6114515192142553,"LINESTRING (691334.1198119177 4727991.523241843, 691336.5489384009 4727990.564584675)"
2024,30.0,,0.0,,1,2.138898532944689,"MULTILINESTRING ((691326.1607740192 4727986.468498715, 691327.1566672722 4727984.612363309), (691328.9675980919 4727981.23716943, 691328.9829494072 4727981.208557809))"
2024,28.0,,1.0,,1,2.6242499604555554,"LINESTRING (691316.2714061688 4728037.261251461, 691318.8196821172 4728036.634372249)"
2024,28.0,,0.0,,1,2.421294605483505,"LINESTRING (691309.6461359812 4728028.786226773, 691312.0216972905 4728029.254602725)"
2024,27.0,,1.0,,1,3.1705447652263277,"LINESTRING (691295.0757981553 4728067.922226668, 691295.9228109128 4728070.977537372)"
2024,27.0,,0.0,,1,2.7638178711382904,"LINESTRING (691304.9526750082 4728067.702236614, 691305.9376797156 4728070.284571788)"
2024,26.0,,0.0,,1,2.779906134548582,"LINESTRING (691280.0469845325 4728067.163867889, 691277.8683954834 4728068.890606975)"
2024,26.0,,1.0,,1,4.699901317929896,"LINESTRING (691277.4856051361 4728057.6100686, 691273.5325894464 4728060.15226044)"
2024,25.0,,1.0,,1,4.524281502262293,"LINESTRING (691261.8468893896 4728069.163726236, 691266.1371259264 4728070.600038726)"
2024,25.0,,0.0,,1,3.5886736842044855,"LINESTRING (691263.7700271127 4728059.3161935415, 691267.0118603627 4728060.855380337)"
2024,24.0,,1.0,,1,5.083184168098718,"LINESTRING (691253.8452474143 4728070.162774475, 691249.2010701577 4728072.2292639855)"
2024,24.0,,0.0,,1,6.138580351647817,"LINESTRING (691257.863564366 4728074.691040425, 691259.462107623 4728080.617829453)"
2024,23.0,,0.0,,1,4.303964488534835,"LINESTRING (691251.1629568966 4728067.993354003, 691248.3311138034 4728071.234461069)"
2024,23.0,,1.0,,1,2.9109807639688237,"LINESTRING (691240.1439947827 4728066.0073856255, 691240.6873482679 4728068.867206599)"
2024,22.0,,0.0,,1,3.3784625495482765,"LINESTRING (691223.9781271251 4728093.260285703, 691227.2524636706 4728094.092589365)"
2024,22.0,,1.0,,1,3.5574949699275926,"LINESTRING (691219.10901213 4728101.278970167, 691222.0597322534 4728103.266184603)"
2024,21.0,,1.0,,1,2.650470010026829,"LINESTRING (691208.8761082022 4728120.057183248, 691211.5027658088 4728119.702696166)"
2024,21.0,,0.0,,1,2.672886724432455,"LINESTRING (691212.309337562 4728109.759830569, 691214.6136916804 4728111.114184857)"
2024,20.0,,0.0,,1,3.0785334435253358,"LINESTRING (691211.5354259432 4728123.817062626, 691213.7031490408 4728121.631120098)"
2024,20.0,,1.0,,1,3.4706269991215692,"LINESTRING (691219.146878676 4728128.391846936, 691222.3225926864 4728126.991813975)"
2024,19.0,,1.0,,1,2.9416354800025775,"LINESTRING (691206.8528582266 4728136.353716095, 691208.9836491699 4728138.3817568375)"
2024,19.0,,0.0,,1,2.438166976584866,"LINESTRING (691216.5813940543 4728133.326334784, 691217.550493963 4728135.563633059)"
2024,18.0,,0.0,,1,2.008458673669966,"LINESTRING (691211.3877878396 4728158.38259547, 691211.9738164234 4728156.461534112)"
2024,18.0,,1.0,,1,3.773138330939802,"LINESTRING (691217.5374276106 4728163.727016306, 691220.8216526513 4728161.869480641)"
2024,17.0,,1.0,,1,2.422419783821505,"LINESTRING (691197.5564033363 4728173.118541596, 691199.0433934422 4728175.030864277)"
2024,17.0,,0.0,,1,2.6707031291014642,"LINESTRING (691207.8757236628 4728169.907154645, 691208.1967759375 4728172.558490278)"
2024,16.0,,1.0,,1,2.756772684946513,"LINESTRING (691192.8754509805 4728190.406721537, 691192.6538126525 4728193.154570166)"
2024,16.0,,0.0,,1,1.7059101998909152,"LINESTRING (691202.2637136286 4728191.691171178, 691203.3055257845 4728193.0420068605)"
2024,15.0,,1.0,,1,3.7697754120372347,"LINESTRING (691188.4486451478 4728214.171760124, 691192.1975433175 4728214.567953475)"
2024,15.0,,0.0,,1,2.612892486766095,"LINESTRING (691185.503603774 4728205.366042386, 691188.0149656511 4728204.644745866)"
2024,14.0,,1.0,,1,2.3213401629451225,"LINESTRING (691206.4904781276 4728212.448797332, 691207.390309208 4728210.30895524)"
2024,14.0,,0.0,,1,2.3146278515319083,"LINESTRING (691200.3299560526 4728218.243066394, 691198.4702666462 4728216.865003477)"
2024,13.0,,1.0,,1,1.835685614386919,"LINESTRING (691214.2714147345 4728209.307943488, 691213.7677221942 4728207.542713899)"
2024,13.0,,0.0,,1,2.2621363722848944,"LINESTRING (691206.3353460291 4728212.239368999, 691207.2122276891 4728210.154101745)"
2024,12.0,,0.0,,1,1.685066287722699,"LINESTRING (691234.9921406162 4728206.366847983, 691235.7354197497 4728204.854570057)"
2024,12.0,,1.0,,1,2.421516500222624,"LINESTRING (691242.8367234985 4728212.739837693, 691243.7965879764 4728210.516686249)"
2024,29.0,,0.0,,1,2.8254738665683243,"LINESTRING (691327.804131427 4728004.923798525, 691329.5116092071 4728007.174980925)"
2024,29.0,,1.0,,1,4.45082251466612,"LINESTRING (691318.1749192929 4728006.743280027, 691320.5231487923 4728010.524237482)"
2024,1.0,,1.0,,1,3.7899149538801002,"LINESTRING (691216.4144647776 4728388.838715445, 691218.9544626797 4728391.651519387)"
2024,1.0,,0.0,,1,2.2987726340818435,"LINESTRING (691227.6480967784 4728389.389256666, 691227.2890096366 4728391.6598099135)"
2024,2.0,,0.0,,1,2.245535241716759,"LINESTRING (691242.5631623428 4728396.400551848, 691240.6163368027 4728397.519613436)"
2024,2.0,,1.0,,1,4.583695967373969,"LINESTRING (691235.2713187678 4728387.523211419, 691234.2103313941 4728391.982423739)"
2024,3.0,,0.0,,1,3.047709080841037,"LINESTRING (691263.8282234485 4728393.708388009, 691266.8573737821 4728393.372562313)"
2024,3.0,,1.0,,1,2.7028528979917343,"LINESTRING (691261.5145247816 4728402.762331655, 691264.0719217176 4728403.637051439)"
2024,5.0,,0.0,,1,2.1245578898114723,"LINESTRING (691251.8493665546 4728383.647280212, 691253.9123284261 4728383.139407645)"
2024,5.0,,1.0,,1,6.518065144683548,"LINESTRING (691255.5276355692 4728395.856967232, 691257.5420996009 4728389.658007005)"
2024,6.0,,1.0,,1,2.2898106363409942,"LINESTRING (691254.895938782 4728365.986293549, 691256.9490392795 4728367.00020237)"
2024,6.0,,0.0,,1,3.173501250788071,"LINESTRING (691255.7512451009 4728355.374210084, 691258.4075278868 4728357.110663927)"
2024,7.0,,1.0,,1,2.5899649138528043,"LINESTRING (691264.8728465026 4728358.328888686, 691263.3940021473 4728360.455138349)"
2024,7.0,,0.0,,1,1.8313966303906943,"LINESTRING (691272.2757000834 4728357.245726652, 691273.7259680824 4728358.364089898)"
2024,4.0,,0.0,,1,4.279026822001841,"LINESTRING (691258.8573517583 4728394.486128958, 691257.9292299311 4728390.308969586)"
2024,4.0,,1.0,,1,3.083747672190958,"LINESTRING (691263.9211629716 4728394.698768391, 691266.9861324428 4728394.358971619)"
2024,8.0,,1.0,,1,3.733381599151352,"LINESTRING (691267.1102530591 4728335.413097021, 691266.7013702982 4728331.702173544)"
2024,8.0,,0.0,,1,2.3356319544363275,"LINESTRING (691259.0240085991 4728338.845900665, 691257.2081341295 4728337.3769634515)"
2024,9.0,,1.0,,1,2.796332062671374,"LINESTRING (691247.46290897 4728337.781801665, 691250.2479097964 4728337.530319258)"
2024,9.0,,0.0,,1,4.025427370403887,"LINESTRING (691241.9778764681 4728330.48977611, 691245.5633803633 4728328.659959909)"
2024,10.0,,0.0,,1,3.312719997798447,"LINESTRING (691249.993674962 4728313.783617504, 691253.0863254047 4728314.970894651)"
2024,10.0,,1.0,,1,3.778371269084084,"LINESTRING (691243.2822877377 4728320.593355321, 691246.6073814408 4728322.387746949)"
2024,,1.0,,Ref 1,0,2.654933375154062,"LINESTRING (691204.3827617705 4728400.487521289, 691206.8248843361 4728399.446027841)"
2024,,2.0,,Ref 2,0,2.0614884220629444,"LINESTRING (691195.5249747841 4728441.887420338, 691196.9826672268 4728440.429727895)"
2024,,3.0,,Ref 3,0,1.6804152987242336,"LINESTRING (691215.6193697766 4728399.687520111, 691217.251208154 4728399.286397828)"
2024,,4.0,,Ref 4,0,3.1460741076780625,"LINESTRING (691246.9958367982 4728411.916187897, 691249.9583027157 4728410.85714211)"
2024,,5.0,,,0,3.023505088653824,"LINESTRING (691225.175083159 4728290.196137428, 691228.1984370837 4728290.226370967)"
2024,,6.0,,,0,3.3490182822859333,"LINESTRING (691224.9034013075 4728253.56136243, 691227.4727326074 4728255.709491879)"
2024,,7.0,,,0,2.1310342191119513,"LINESTRING (691221.4782371882 4728246.75824376, 691222.5922366731 4728244.941567677)"
2024,,8.0,,,0,1.8194977305009115,"LINESTRING (691246.1030011208 4728234.1446804805, 691247.6337810976 4728235.128186787)"
2024,,9.0,,,0,2.5690208380627966,"LINESTRING (691227.9171057562 4728076.419077382, 691227.0814875574 4728073.989754371)"
2024,,10.0,,,0,4.813443507492031,"LINESTRING (691313.2068677627 4728051.26241541, 691317.5485580567 4728053.340627091)"
2024,,11.0,,,0,3.0152929079357964,"LINESTRING (691313.2118989713 4728018.689392751, 691315.816920025 4728020.207897486)"
2024,31.0,,1.0,,1,3.297066582809352,"LINESTRING (691333.9751018076 4727958.217290423, 691337.0163966077 4727956.944037113)"
2024,31.0,,0.0,,1,1.9883916582304577,"LINESTRING (691327.7003740916 4727952.214683038, 691328.7475159913 4727950.524359037)"
2024,32.0,,0.0,,1,2.6021359254556797,"LINESTRING (691314.8751753562 4727937.508140106, 691316.7511874246 4727935.704895781)"
2024,32.0,,1.0,,1,2.6974228287875617,"LINESTRING (691321.4861865093 4727944.373638954, 691324.0440019948 4727943.517093649)"
2024,33.0,,0.0,,1,1.6387982545051079,"LINESTRING (691312.8005688068 4727900.301140783, 691314.0675660048 4727899.261728536)"
2024,33.0,,1.0,,1,2.736263540233147,"LINESTRING (691315.3456523011 4727909.312184679, 691318.0534984204 4727908.9188558655)"
2024,34.0,,0.0,,1,2.1474210690974656,"LINESTRING (691296.8352952545 4727887.5345190065, 691296.6751636445 4727885.393076709)"
2024,34.0,,1.0,,1,2.453570883281707,"LINESTRING (691304.6497804408 4727891.612995366, 691306.2294478514 4727889.735587325)"
2024,35.0,,0.0,,1,3.1938661344658974,"LINESTRING (691267.7367908581 4727889.242505854, 691268.3988778725 4727886.118018429)"
2024,35.0,,1.0,,1,2.2620020868926805,"LINESTRING (691276.8846372104 4727891.534444766, 691278.368359205 4727889.827042504)"
2024,36.0,,0.0,,1,3.166485097920325,"LINESTRING (691268.6321650133 4727871.49654934, 691269.5600988485 4727874.524018031)"
2024,36.0,,1.0,,1,2.73040297400294,"LINESTRING (691259.7519072617 4727877.458934493, 691262.0691100722 4727878.903119916)"
2024,37.0,,0.0,,1,3.0932479941300213,"LINESTRING (691277.5519085998 4727853.825763997, 691280.5393518207 4727853.023662909)"
2024,37.0,,1.0,,1,2.832584287777947,"LINESTRING (691280.2301183892 4727862.96301418, 691283.061233972 4727863.05421892)"
2024,38.0,,0.0,,1,2.704346045042137,"LINESTRING (691278.0303456433 4727831.048562217, 691280.5422367544 4727832.050505617)"
2024,38.0,,1.0,,1,2.538687807554856,"LINESTRING (691276.8401026683 4727841.159751757, 691279.3150903856 4727841.724881462)"
2024,39.0,,1.0,,1,4.717674415236981,"LINESTRING (691312.4938153665 4727823.228925916, 691309.7354966647 4727827.056213445)"
2024,39.0,,0.0,,1,3.130203121890082,"LINESTRING (691320.6037881459 4727827.758752512, 691319.8715124576 4727830.802096709)"
2024,40.0,,0.0,,1,2.565578917935904,"LINESTRING (691316.8051271493 4727789.098629622, 691319.29572111 4727789.714370564)"
2024,40.0,,1.0,,1,3.4625906709712178,"LINESTRING (691315.3951916374 4727799.395198022, 691318.8556956254 4727799.275005244)"
2024,999.0,,0.0,Old beaver Dam,1,3.8929360927431356,"LINESTRING (691332.3712053155 4727774.997172165, 691331.7714077807 4727778.84362434)"
2024,999.0,,1.0,Old beaver Dam,1,2.478153673593448,"LINESTRING (691321.3398025787 4727778.196783743, 691322.9377458541 4727780.090938678)"
2024,41.0,,0.0,,1,2.7197016516712758,"LINESTRING (691375.2113313745 4727732.571440311, 691374.6479659474 4727735.232153838)"
2024,41.0,,1.0,,1,6.0456567613610375,"LINESTRING (691367.089207458 4727724.963814926, 691366.3960429757 4727730.969602858)"
2024,42.0,,0.0,,1,2.4913046613599508,"LINESTRING (691382.9518076845 4727713.99661394, 691385.0810387958 4727715.290048821)"
2024,42.0,,1.0,,1,3.145297274156937,"LINESTRING (691380.0135927992 4727724.397050433, 691383.1588813987 4727724.404437478)"
2024,43.0,,0.0,,1,2.473469566387598,"LINESTRING (691411.0435435472 4727717.690427692, 691412.5080298353 4727719.683749444)"
2024,43.0,,1.0,,1,3.0473669854975562,"LINESTRING (691402.8571525707 4727722.683691991, 691403.9651134188 4727725.522506585)"
2024,44.0,,0.0,,1,2.7142129640452866,"LINESTRING (691404.3842079826 4727691.954213991, 691405.9025464758 4727694.204014034)"
2024,44.0,,1.0,,1,3.5337949488105544,"LINESTRING (691396.4175821523 4727698.246364245, 691398.7306255623 4727700.917981157)"
2024,45.0,,0.0,,1,2.997156760600356,"LINESTRING (691411.2488068723 4727678.6555885235, 691414.2357238501 4727678.408049405)"
2024,45.0,,1.0,,1,5.096501376480118,"LINESTRING (691415.974495377 4727687.599308423, 691420.519373192 4727685.293140188)"
2024,46.0,,1.0,,1,1.2839869385514973,"LINESTRING (691412.4917315745 4727670.0306438, 691413.6873305357 4727670.498795039)"
2024,46.0,,0.0,,1,3.554531356901656,"LINESTRING (691414.1140430601 4727661.453548298, 691417.4415109106 4727660.203487951)"
2024,,12.0,,,0,3.0948908598934404,"LINESTRING (691332.9156856022 4727922.793811754, 691335.194816209 4727924.887591378)"
2024,,13.0,,,0,3.252837672641681,"LINESTRING (691293.93608042 4727824.434604535, 691296.8095640602 4727825.959086314)"
2024,,14.0,,,0,2.8706026309338206,"LINESTRING (691325.7454450646 4727817.627874289, 691327.2209756002 4727815.165523968)"
2024,,15.0,,,0,2.2640966273861327,"LINESTRING (691360.7610754505 4727765.9578314815, 691358.9907277416 4727764.546448285)"
2024,,16.0,,,0,3.3391221975601924,"LINESTRING (691408.3266213541 4727640.74354322, 691405.2054634623 4727641.930181524)"
2024,,17.0,,,0,3.865372459320968,"LINESTRING (691412.1183778433 4727629.088805869, 691414.359873602 4727632.237901138)"
2024,,18.0,,,0,3.642334229721481,"LINESTRING (691424.1671122254 4727589.1107969945, 691426.7883477228 4727591.639773686)"
2024,,19.0,,,0,3.366299212428552,"LINESTRING (691438.2969021687 4727565.79651607, 691441.2885977356 4727567.339800886)"
2024,,20.0,,,0,2.755049230117567,"LINESTRING (691449.6321241348 4727544.110998353, 691450.2053506502 4727541.4162427755)"
